ranges_rent_id,lettype,la,beds,soft_min,soft_max,hard_min,hard_max
6849,9,E07000032,2,64.98,177.26,25.84,1000
7175,9,E07000032,3,71.76,210.44,25.84,1000
7501,9,E07000032,4,79.53,291.63,25.84,1000
7827,10,E07000032,0,54.46,327.48,18.64,2000
8256,11,E07000032,1,54.32,150.78,25.84,2000
8257,11,E07000032,2,64.98,177.26,25.84,2000
8258,11,E07000032,3,71.76,210.44,25.84,2000
8259,11,E07000032,4,79.53,291.63,25.84,2000
8260,12,E07000032,0,54.46,327.48,18.64,2000
4,1,E07000224,1,60.13,148.87,25.84,1000
330,1,E07000224,2,74.68,176.55,18.64,2000
656,1,E07000224,3,85.34,195.57,25.84,1000
982,1,E07000224,4,94.09,235.38,25.84,1000
2612,2,E07000224,0,65.34,133.28,25.84,1000
1308,3,E07000224,1,54.32,183.45,25.84,2000
1634,3,E07000224,2,65.95,169.63,25.84,1000
1960,3,E07000224,3,71.76,197.31,18.64,2000
2286,3,E07000224,4,76.62,382.91,25.84,2000
2938,4,E07000224,0,51.19,262.41,25.84,1000
3984,5,E07000224,1,60.13,651.28,18.64,2000
4599,5,E07000224,2,74.68,651.28,25.84,2000
5251,5,E07000224,3,85.34,195.52,25.84,1000
5936,5,E07000224,4,94.09,195.52,25.84,2000
3264,6,E07000224,0,65.34,245.2,25.84,2000
4051,7,E07000224,1,54.32,245.2,25.84,1000
4746,7,E07000224,2,65.95,299.91,18.64,2000
5351,7,E07000224,3,71.76,299.91,25.84,1000
6040,7,E07000224,4,76.62,579.93,25.84,1000
3590,8,E07000224,0,51.19,579.93,18.64,2000
6524,9,E07000224,1,60.13,195.52,25.84,1000
6850,9,E07000224,2,74.68,266.78,18.64,2000
7176,9,E07000224,3,85.34,326.44,25.84,1000
7502,9,E07000224,4,94.09,526.89,25.84,1000
7828,10,E07000224,0,65.34,591.71,25.84,1000
8261,11,E07000224,1,60.13,195.52,25.84,2000
8262,11,E07000224,2,74.68,266.78,25.84,2000
8263,11,E07000224,3,85.34,326.44,25.84,2000
8264,11,E07000224,4,94.09,526.89,25.84,2000
8265,12,E07000224,0,65.34,591.71,18.64,2000
5,1,E07000170,1,54.32,495.68,25.84,1000
331,1,E07000170,2,64.98,495.68,25.84,2000
657,1,E07000170,3,71.76,185.18,25.84,1000
983,1,E07000170,4,79.53,185.18,18.64,2000
2613,2,E07000170,0,54.46,223.28,18.64,2000
1309,3,E07000170,1,48.48,223.28,25.84,2000
1635,3,E07000170,2,55.28,268.29,25.84,1000
1961,3,E07000170,3,61.09,268.29,25.84,1000
2287,3,E07000170,4,66.92,405.01,25.84,2000
2939,4,E07000170,0,52.28,405.01,25.84,1000
4312,5,E07000170,1,54.32,172.32,25.84,2000
5008,5,E07000170,2,64.98,198.18,25.84,1000
5651,5,E07000170,3,71.76,232.63,25.84,2000
6226,5,E07000170,4,79.53,346.81,25.84,1000
3265,6,E07000170,0,54.46,389.48,25.84,2000
4412,7,E07000170,1,48.48,172.32,25.84,1000
5148,7,E07000170,2,55.28,198.18,25.84,1000
5809,7,E07000170,3,61.09,232.63,25.84,1000
6470,7,E07000170,4,66.92,346.81,18.64,2000
3591,8,E07000170,0,52.28,389.48,25.84,1000
6525,9,E07000170,1,54.32,135.86,25.84,1000
6851,9,E07000170,2,64.98,170.65,25.84,1000
7177,9,E07000170,3,71.76,195.52,25.84,1000
7503,9,E07000170,4,79.53,278.37,18.64,2000
7829,10,E07000170,0,54.46,312.61,25.84,1000
8266,11,E07000170,1,54.32,135.86,25.84,2000
8267,11,E07000170,2,64.98,170.65,25.84,2000
8268,11,E07000170,3,71.76,195.52,25.84,2000
8269,11,E07000170,4,79.53,278.37,25.84,2000
8270,12,E07000170,0,54.46,312.61,18.64,2000
6,1,E07000105,1,60.13,312.78,18.64,2000
332,1,E07000105,2,74.68,384.77,25.84,2000
658,1,E07000105,3,85.34,443.31,25.84,1000
984,1,E07000105,4,94.09,715.52,25.84,1000
2614,2,E07000105,0,65.34,803.54,25.84,1000
1310,3,E07000105,1,54.32,312.78,25.84,2000
1636,3,E07000105,2,65.95,384.77,18.64,2000
1962,3,E07000105,3,71.76,443.31,25.84,1000
2288,3,E07000105,4,76.62,715.52,25.84,2000
2940,4,E07000105,0,51.19,803.54,25.84,1000
3985,5,E07000105,1,60.13,172.32,25.84,1000
4600,5,E07000105,2,74.68,213.26,25.84,2000
5252,5,E07000105,3,85.34,254.18,25.84,1000
5937,5,E07000105,4,94.09,366.19,18.64,2000
3266,6,E07000105,0,65.34,411.2,18.64,2000
4052,7,E07000105,1,54.32,172.32,18.64,2000
4747,7,E07000105,2,65.95,213.26,25.84,1000
5352,7,E07000105,3,71.76,254.18,18.64,2000
6041,7,E07000105,4,76.62,366.19,18.64,2000
3592,8,E07000105,0,51.19,411.2,25.84,1000
6526,9,E07000105,1,60.13,195.52,18.64,2000
6852,9,E07000105,2,74.68,240.25,25.84,1000
7178,9,E07000105,3,85.34,291.63,25.84,1000
7504,9,E07000105,4,94.09,430.79,25.84,2000
7830,10,E07000105,0,65.34,483.78,25.84,1000
8271,11,E07000105,1,60.13,195.52,25.84,2000
8272,11,E07000105,2,74.68,240.25,25.84,2000
8273,11,E07000105,3,85.34,291.63,25.84,2000
8274,11,E07000105,4,94.09,430.79,25.84,2000
8275,12,E07000105,0,65.34,483.78,18.64,2000
8,1,E07000200,1,57.22,240.74,25.84,1000
334,1,E07000200,2,67.88,301.48,25.84,2000
660,1,E07000200,3,74.68,362.28,18.64,2000
986,1,E07000200,4,85.34,596.27,25.84,1000
2616,2,E07000200,0,38.11,669.7,25.84,1000
1312,3,E07000200,1,52.38,240.74,25.84,2000
1638,3,E07000200,2,61.09,301.48,25.84,1000
1964,3,E07000200,3,66.92,362.28,25.84,1000
2290,3,E07000200,4,74.68,596.27,18.64,2000
2942,4,E07000200,0,58.82,669.7,25.84,1000
4117,5,E07000200,1,57.22,318.78,25.84,1000
4698,5,E07000200,2,67.88,389.87,25.84,1000
5417,5,E07000200,3,74.68,504.03,25.84,1000
6127,5,E07000200,4,85.34,684.97,25.84,1000
3268,6,E07000200,0,38.11,769.23,25.84,1000
4234,7,E07000200,1,52.38,318.78,25.84,2000
4960,7,E07000200,2,61.09,389.87,18.64,2000
5603,7,E07000200,3,66.92,504.03,25.84,1000
6265,7,E07000200,4,74.68,684.97,18.64,2000
3594,8,E07000200,0,58.82,769.23,25.84,1000
6528,9,E07000200,1,57.22,178.94,25.84,2000
6854,9,E07000200,2,67.88,222,25.84,1000
7180,9,E07000200,3,74.68,266.78,18.64,2000
7506,9,E07000200,4,85.34,493.77,25.84,2000
7832,10,E07000200,0,38.11,554.5,25.84,1000
8276,11,E07000200,1,57.22,178.94,25.84,2000
8277,11,E07000200,2,67.88,222,25.84,2000
8278,11,E07000200,3,74.68,266.78,25.84,2000
8279,11,E07000200,4,85.34,493.77,25.84,2000
8280,12,E07000200,0,38.11,554.5,18.64,2000
9,1,E09000002,1,68.85,231.75,25.84,1000
335,1,E09000002,2,81.46,265.52,25.84,2000
661,1,E09000002,3,88.25,317.27,25.84,1000
987,1,E09000002,4,106.66,429.8,25.84,1000
2617,2,E09000002,0,74.06,482.67,25.84,1000
1313,3,E09000002,1,61.09,231.75,18.64,2000
1639,3,E09000002,2,66.92,265.52,25.84,1000
1965,3,E09000002,3,74.68,317.27,25.84,1000
2291,3,E09000002,4,87.29,429.8,25.84,1000
2943,4,E09000002,0,63.17,482.67,18.64,2000
3950,5,E09000002,1,68.85,208.95,25.84,1000
4565,5,E09000002,2,81.46,221.86,25.84,1000
5217,5,E09000002,3,88.25,264.95,25.84,2000
5902,5,E09000002,4,106.66,346.81,18.64,2000
3269,6,E09000002,0,74.06,389.48,25.84,1000
4164,7,E09000002,1,61.09,208.95,25.84,1000
4665,7,E09000002,2,66.92,221.86,25.84,1000
5317,7,E09000002,3,74.68,264.95,18.64,2000
5869,7,E09000002,4,87.29,346.81,25.84,1000
3595,8,E09000002,0,63.17,389.48,25.84,1000
6529,9,E09000002,1,68.85,250.2,25.84,2000
6855,9,E09000002,2,81.46,318.15,25.84,1000
7181,9,E09000002,3,88.25,387.71,25.84,1000
7507,9,E09000002,4,106.66,475.54,25.84,2000
7833,10,E09000002,0,74.06,534.03,18.64,2000
8281,11,E09000002,1,68.85,250.2,25.84,2000
8282,11,E09000002,2,81.46,318.15,25.84,2000
8283,11,E09000002,3,88.25,387.71,25.84,2000
8284,11,E09000002,4,106.66,475.54,25.84,2000
8285,12,E09000002,0,74.06,534.03,18.64,2000
10,1,E09000003,1,68.85,191.28,25.84,1000
336,1,E09000003,2,81.46,218.27,18.64,2000
662,1,E09000003,3,88.25,254.24,25.84,1000
988,1,E09000003,4,106.66,362.28,25.84,1000
2618,2,E09000003,0,74.06,406.86,25.84,1000
1314,3,E09000003,1,61.09,191.28,25.84,1000
1640,3,E09000003,2,66.92,218.27,25.84,1000
1966,3,E09000003,3,74.68,254.24,18.64,2000
2292,3,E09000003,4,87.29,362.28,25.84,1000
2944,4,E09000003,0,63.17,406.86,25.84,1000
3951,5,E09000003,1,68.85,187.41,25.84,1000
4566,5,E09000003,2,81.46,224.02,18.64,2000
5218,5,E09000003,3,88.25,273.56,25.84,2000
5903,5,E09000003,4,106.66,389.87,25.84,1000
3270,6,E09000003,0,74.06,437.85,25.84,1000
4165,7,E09000003,1,61.09,187.41,25.84,1000
4666,7,E09000003,2,66.92,224.02,25.84,1000
5318,7,E09000003,3,74.68,273.56,25.84,2000
5870,7,E09000003,4,87.29,389.87,25.84,1000
3596,8,E09000003,0,63.17,437.85,18.64,2000
6530,9,E09000003,1,68.85,367.84,25.84,2000
6856,9,E09000003,2,81.46,472.2,18.64,2000
7182,9,E09000003,3,88.25,647.87,25.84,1000
7508,9,E09000003,4,106.66,1179.73,25.84,2000
7834,10,E09000003,0,74.06,1323.06,25.84,1000
8286,11,E09000003,1,68.85,367.84,25.84,2000
8287,11,E09000003,2,81.46,472.2,25.84,2000
8288,11,E09000003,3,88.25,647.87,25.84,2000
8289,11,E09000003,4,106.66,1179.73,25.84,2000
8290,12,E09000003,0,74.06,1323.06,18.64,2000
11,1,E08000038,1,53.35,290.29,25.84,1000
337,1,E08000038,2,61.09,362.28,25.84,1000
663,1,E08000038,3,65.95,479.23,25.84,1000
989,1,E08000038,4,76.62,762.79,18.64,2000
2619,2,E08000038,0,55.56,856.64,18.64,2000
1315,3,E08000038,1,48.48,290.29,25.84,1000
1641,3,E08000038,2,55.28,362.28,25.84,1000
1967,3,E08000038,3,59.16,479.23,25.84,1000
2293,3,E08000038,4,66.92,762.79,25.84,1000
2945,4,E08000038,0,54.46,856.64,25.84,1000
4390,5,E08000038,1,53.35,318.78,25.84,1000
4870,5,E08000038,2,61.09,402.83,25.84,1000
5501,5,E08000038,3,65.95,547.13,25.84,1000
6106,5,E08000038,4,76.62,1003.76,25.84,1000
3271,6,E08000038,0,55.56,1127.3,25.84,1000
4544,7,E08000038,1,48.48,318.78,18.64,2000
4812,7,E08000038,2,55.28,402.83,25.84,1000
5848,7,E08000038,3,59.16,547.13,25.84,1000
6204,7,E08000038,4,66.92,1003.76,25.84,1000
3597,8,E08000038,0,54.46,1127.3,25.84,2000
6531,9,E08000038,1,53.35,132.55,25.84,2000
6857,9,E08000038,2,55.28,152.44,25.84,1000
7183,9,E08000038,3,65.95,178.94,25.84,1000
7509,9,E08000038,4,76.62,266.78,18.64,2000
7835,10,E08000038,0,55.56,299.61,25.84,1000
8291,11,E08000038,1,53.35,132.55,25.84,2000
8292,11,E08000038,2,55.28,152.44,25.84,2000
8293,11,E08000038,3,65.95,178.94,25.84,2000
8294,11,E08000038,4,76.62,266.78,25.84,2000
8295,12,E08000038,0,55.56,299.61,18.64,2000
13,1,E07000066,1,57.22,254.24,18.64,2000
339,1,E07000066,2,67.88,312.78,25.84,1000
665,1,E07000066,3,74.68,384.77,25.84,1000
991,1,E07000066,4,85.34,596.27,25.84,1000
2621,2,E07000066,0,38.11,669.7,25.84,2000
1317,3,E07000066,1,52.38,254.24,25.84,1000
1643,3,E07000066,2,61.09,312.78,18.64,2000
1969,3,E07000066,3,66.92,384.77,25.84,1000
2295,3,E07000066,4,74.68,596.27,25.84,1000
2947,4,E07000066,0,58.82,669.7,25.84,1000
4118,5,E07000066,1,57.22,204.63,25.84,1000
4699,5,E07000066,2,67.88,254.18,18.64,2000
5418,5,E07000066,3,74.68,299.42,25.84,1000
6128,5,E07000066,4,85.34,482.48,25.84,1000
3273,6,E07000066,0,38.11,541.84,18.64,2000
4235,7,E07000066,1,52.38,204.63,25.84,2000
4961,7,E07000066,2,61.09,254.18,25.84,2000
5604,7,E07000066,3,66.92,299.42,25.84,1000
6266,7,E07000066,4,74.68,482.48,25.84,1000
3599,8,E07000066,0,58.82,541.84,25.84,2000
6533,9,E07000066,1,57.22,222,18.64,2000
6859,9,E07000066,2,67.88,281.69,25.84,1000
7185,9,E07000066,3,74.68,342.99,25.84,1000
7511,9,E07000066,4,85.34,561.7,25.84,1000
7837,10,E07000066,0,38.11,630.81,25.84,1000
8296,11,E07000066,1,57.22,222,25.84,2000
8297,11,E07000066,2,67.88,281.69,25.84,2000
8298,11,E07000066,3,74.68,342.99,25.84,2000
8299,11,E07000066,4,85.34,561.7,25.84,2000
8300,12,E07000066,0,38.11,630.81,18.64,2000
14,1,E07000084,1,60.13,382.52,25.84,1000
340,1,E07000084,2,74.68,474.78,25.84,1000
666,1,E07000084,3,85.34,670.55,18.64,2000
992,1,E07000084,4,94.09,1143.06,25.84,1000
2622,2,E07000084,0,65.34,1283.69,25.84,2000
1318,3,E07000084,1,54.32,382.52,25.84,1000
1644,3,E07000084,2,65.95,474.78,25.84,2000
1970,3,E07000084,3,71.76,670.55,25.84,1000
2296,3,E07000084,4,76.62,1143.06,18.64,2000
2948,4,E07000084,0,51.19,1283.69,25.84,1000
3987,5,E07000084,1,60.13,357.57,25.84,1000
4602,5,E07000084,2,74.68,504.03,18.64,2000
5254,5,E07000084,3,85.34,618.21,25.84,1000
5939,5,E07000084,4,94.09,913.3,25.84,1000
3274,6,E07000084,0,65.34,1025.68,25.84,1000
4054,7,E07000084,1,54.32,357.57,25.84,1000
4749,7,E07000084,2,65.95,504.03,25.84,1000
5354,7,E07000084,3,71.76,618.21,25.84,1000
6043,7,E07000084,4,76.62,913.3,25.84,1000
3600,8,E07000084,0,51.19,1025.68,25.84,2000
6534,9,E07000084,1,60.13,230.32,25.84,1000
6860,9,E07000084,2,74.68,283.35,25.84,1000
7186,9,E07000084,3,85.34,326.44,18.64,2000
7512,9,E07000084,4,94.09,526.89,25.84,1000
7838,10,E07000084,0,65.34,591.71,25.84,1000
8301,11,E07000084,1,60.13,230.32,25.84,2000
8302,11,E07000084,2,74.68,283.35,25.84,2000
8303,11,E07000084,3,85.34,326.44,25.84,2000
8304,11,E07000084,4,94.09,526.89,25.84,2000
8305,12,E07000084,0,65.34,591.71,18.64,2000
15,1,E07000171,1,54.32,229.51,25.84,1000
341,1,E07000171,2,64.98,276.77,25.84,1000
667,1,E07000171,3,71.76,335.23,25.84,2000
993,1,E07000171,4,79.53,454.53,25.84,1000
2623,2,E07000171,0,54.46,510.43,25.84,2000
1319,3,E07000171,1,48.48,229.51,18.64,2000
1645,3,E07000171,2,55.28,276.77,25.84,2000
1971,3,E07000171,3,61.09,335.23,25.84,1000
2297,3,E07000171,4,66.92,454.53,25.84,1000
2949,4,E07000171,0,52.28,510.43,18.64,2000
4313,5,E07000171,1,54.32,368.34,25.84,2000
5009,5,E07000171,2,64.98,482.48,25.84,1000
5652,5,E07000171,3,71.76,594.49,25.84,2000
6227,5,E07000171,4,79.53,913.3,25.84,1000
3275,6,E07000171,0,54.46,1025.68,25.84,1000
4413,7,E07000171,1,48.48,368.34,18.64,2000
5149,7,E07000171,2,55.28,482.48,18.64,2000
5810,7,E07000171,3,61.09,594.49,18.64,2000
6471,7,E07000171,4,66.92,913.3,25.84,2000
3601,8,E07000171,0,52.28,1025.68,25.84,2000
6535,9,E07000171,1,54.32,132.55,25.84,1000
6861,9,E07000171,2,64.98,164.05,25.84,1000
7187,9,E07000171,3,71.76,195.52,25.84,1000
7513,9,E07000171,4,79.53,281.69,25.84,1000
7839,10,E07000171,0,54.46,316.32,18.64,2000
8306,11,E07000171,1,54.32,132.55,25.84,2000
8307,11,E07000171,2,64.98,164.05,25.84,2000
8308,11,E07000171,3,71.76,195.52,25.84,2000
8309,11,E07000171,4,79.53,281.69,25.84,2000
8310,12,E07000171,0,54.46,316.32,18.64,2000
16,1,E06000022,1,51.41,326.25,25.84,1000
342,1,E06000022,2,58.19,407.26,18.64,2000
668,1,E06000022,3,64.98,551.27,25.84,2000
994,1,E06000022,4,74.68,879.82,25.84,1000
2624,2,E06000022,0,57.73,985.5,25.84,2000
1320,3,E06000022,1,49.46,326.25,25.84,1000
1646,3,E06000022,2,57.22,407.26,25.84,2000
1972,3,E06000022,3,64.98,551.27,18.64,2000
2298,3,E06000022,4,77.58,879.82,25.84,1000
2950,4,E06000022,0,57.73,985.5,25.84,1000
4197,5,E06000022,1,51.41,208.95,18.64,2000
4833,5,E06000022,2,58.19,254.18,25.84,1000
5464,5,E06000022,3,64.98,277.88,25.84,1000
6002,5,E06000022,4,74.68,398.51,25.84,1000
3276,6,E06000022,0,57.73,447.54,25.84,1000
3913,7,E06000022,1,49.46,208.95,18.64,2000
5110,7,E06000022,2,57.22,254.18,25.84,1000
5690,7,E06000022,3,64.98,277.88,25.84,1000
6402,7,E06000022,4,77.58,398.51,25.84,1000
3602,8,E06000022,0,57.73,447.54,18.64,2000
6536,9,E06000022,1,51.41,240.25,25.84,1000
6862,9,E06000022,2,58.19,299.91,18.64,2000
7188,9,E06000022,3,64.98,362.87,25.84,1000
7514,9,E06000022,4,74.68,606.45,25.84,1000
7840,10,E06000022,0,57.73,681.05,25.84,2000
8311,11,E06000022,1,51.41,240.25,25.84,2000
8312,11,E06000022,2,58.19,299.91,25.84,2000
8313,11,E06000022,3,64.98,362.87,25.84,2000
8314,11,E06000022,4,74.68,606.45,25.84,2000
8315,12,E06000022,0,57.73,681.05,18.64,2000
17,1,E06000055,1,57.22,173.26,25.84,1000
343,1,E06000055,2,67.88,207.02,25.84,1000
669,1,E06000055,3,74.68,274.51,25.84,2000
995,1,E06000055,4,85.34,393.77,18.64,2000
2625,2,E06000055,0,38.11,439.7,18.64,2000
1321,3,E06000055,1,52.38,173.26,25.84,1000
1647,3,E06000055,2,61.09,207.02,25.84,2000
1973,3,E06000055,3,66.92,274.51,25.84,1000
2299,3,E06000055,4,74.68,393.77,25.84,1000
2951,4,E06000055,0,58.82,439.7,25.84,1000
4119,5,E06000055,1,57.22,198.18,25.84,1000
4700,5,E06000055,2,67.88,254.18,25.84,2000
5419,5,E06000055,3,74.68,299.42,25.84,1000
6129,5,E06000055,4,85.34,413.59,25.84,1000
3277,6,E06000055,0,38.11,464.46,25.84,1000
4236,7,E06000055,1,52.38,198.18,25.84,2000
4962,7,E06000055,2,61.09,254.18,25.84,2000
5605,7,E06000055,3,66.92,299.42,25.84,1000
6267,7,E06000055,4,74.68,413.59,25.84,1000
3603,8,E06000055,0,58.82,464.46,25.84,1000
6537,9,E06000055,1,57.22,177.26,25.84,1000
6863,9,E06000055,2,67.88,222,25.84,2000
7189,9,E06000055,3,74.68,266.78,25.84,1000
7515,9,E06000055,4,85.34,439.08,18.64,2000
7841,10,E06000055,0,38.11,493.13,25.84,2000
8316,11,E06000055,1,57.22,177.26,25.84,2000
8317,11,E06000055,2,67.88,222,25.84,2000
8318,11,E06000055,3,74.68,266.78,25.84,2000
8319,11,E06000055,4,85.34,439.08,25.84,2000
8320,12,E06000055,0,38.11,493.13,18.64,2000
18,1,E09000004,1,68.85,398.27,18.64,2000
344,1,E09000004,2,81.46,474.78,25.84,1000
670,1,E09000004,3,88.25,551.27,25.84,2000
996,1,E09000004,4,106.66,787.54,25.84,1000
2626,2,E09000004,0,74.06,884.44,25.84,1000
1322,3,E09000004,1,61.09,398.27,25.84,1000
1648,3,E09000004,2,66.92,474.78,18.64,2000
1974,3,E09000004,3,74.68,551.27,25.84,1000
2300,3,E09000004,4,87.29,787.54,25.84,1000
2952,4,E09000004,0,63.17,884.44,25.84,1000
3952,5,E09000004,1,68.85,740.99,25.84,1000
4567,5,E09000004,2,81.46,1008.06,25.84,1000
5219,5,E09000004,3,88.25,1419.49,18.64,2000
5904,5,E09000004,4,106.66,1419.49,25.84,1000
3278,6,E09000004,0,74.06,2764.97,18.64,2000
4166,7,E09000004,1,61.09,740.99,25.84,1000
4667,7,E09000004,2,66.92,1008.06,25.84,1000
5319,7,E09000004,3,74.68,1477.67,25.84,2000
5871,7,E09000004,4,87.29,2029.87,25.84,1000
3604,8,E09000004,0,63.17,2764.97,25.84,1000
6538,9,E09000004,1,68.85,245.2,18.64,2000
6864,9,E09000004,2,81.46,299.91,25.84,2000
7190,9,E09000004,3,88.25,387.71,25.84,1000
7516,9,E09000004,4,106.66,526.89,25.84,1000
7842,10,E09000004,0,74.06,591.71,25.84,2000
8321,11,E09000004,1,68.85,245.2,25.84,2000
8322,11,E09000004,2,81.46,299.91,25.84,2000
8323,11,E09000004,3,88.25,387.71,25.84,2000
8324,11,E09000004,4,106.66,526.89,25.84,2000
8325,12,E09000004,0,74.06,591.71,18.64,2000
19,1,E08000025,1,55.28,333,25.84,1000
345,1,E08000025,2,61.09,382.52,25.84,1000
671,1,E08000025,3,72.73,483.75,18.64,2000
997,1,E08000025,4,84.37,751.54,25.84,1000
2627,2,E08000025,0,41.39,844,25.84,1000
1323,3,E08000025,1,48.48,333,25.84,1000
1649,3,E08000025,2,52.38,382.52,25.84,1000
1975,3,E08000025,3,63.04,483.75,25.84,1000
2301,3,E08000025,4,71.76,751.54,18.64,2000
2953,4,E08000025,0,49.01,844,25.84,1000
4281,5,E08000025,1,55.28,288.6,25.84,1000
4891,5,E08000025,2,61.09,357.57,25.84,1000
5522,5,E08000025,3,72.73,413.59,25.84,1000
6174,5,E08000025,4,84.37,570.81,25.84,1000
3279,6,E08000025,0,41.39,641.09,25.84,1000
4502,7,E08000025,1,48.48,288.6,25.84,1000
5187,7,E08000025,2,52.38,357.57,25.84,1000
5778,7,E08000025,3,63.04,413.59,25.84,1000
6439,7,E08000025,4,71.76,570.81,25.84,1000
3605,8,E08000025,0,49.01,641.09,25.84,1000
6539,9,E08000025,1,55.28,178.94,25.84,1000
6865,9,E08000025,2,61.09,218.73,25.84,2000
7191,9,E08000025,3,72.73,230.32,18.64,2000
7517,9,E08000025,4,84.37,352.9,25.84,1000
7843,10,E08000025,0,41.39,392.63,25.84,2000
8326,11,E08000025,1,55.28,178.94,25.84,2000
8327,11,E08000025,2,61.09,218.73,25.84,2000
8328,11,E08000025,3,72.73,230.32,25.84,2000
8329,11,E08000025,4,84.37,352.9,25.84,2000
8330,12,E08000025,0,41.39,392.63,18.64,2000
20,1,E07000129,1,54.32,218.27,25.84,1000
346,1,E07000129,2,64.98,265.52,25.84,1000
672,1,E07000129,3,71.76,312.78,25.84,1000
998,1,E07000129,4,79.53,479.23,25.84,1000
2628,2,E07000129,0,54.46,533.19,25.84,1000
1324,3,E07000129,1,48.48,218.27,18.64,2000
1650,3,E07000129,2,55.28,265.52,25.84,1000
1976,3,E07000129,3,61.09,312.78,25.84,1000
2302,3,E07000129,4,66.92,479.23,25.84,1000
2954,4,E07000129,0,52.28,533.19,18.64,2000
4314,5,E07000129,1,54.32,288.6,25.84,2000
5010,5,E07000129,2,64.98,366.19,25.84,1000
5653,5,E07000129,3,71.76,435.11,18.64,2000
6228,5,E07000129,4,79.53,753.9,25.84,1000
3280,6,E07000129,0,54.46,846.66,25.84,1000
4414,7,E07000129,1,48.48,288.6,25.84,1000
5150,7,E07000129,2,55.28,366.19,25.84,1000
5811,7,E07000129,3,61.09,435.11,25.84,1000
6472,7,E07000129,4,66.92,753.9,25.84,2000
3606,8,E07000129,0,52.28,846.66,25.84,1000
6540,9,E07000129,1,54.32,170.65,25.84,1000
6866,9,E07000129,2,64.98,195.52,25.84,2000
7192,9,E07000129,3,71.76,233.62,25.84,1000
7518,9,E07000129,4,79.53,316.49,25.84,1000
7844,10,E07000129,0,54.46,355.43,18.64,2000
8331,11,E07000129,1,54.32,170.65,25.84,2000
8332,11,E07000129,2,64.98,195.52,25.84,2000
8333,11,E07000129,3,71.76,233.62,25.84,2000
8334,11,E07000129,4,79.53,316.49,25.84,2000
8335,12,E07000129,0,54.46,355.43,18.64,2000
21,1,E06000008,1,54.32,285.77,25.84,1000
347,1,E06000008,2,62.07,362.28,18.64,2000
673,1,E06000008,3,68.85,443.31,25.84,1000
999,1,E06000008,4,75.65,715.52,25.84,1000
2629,2,E06000008,0,58.82,803.54,25.84,1000
1325,3,E06000008,1,45.57,285.77,25.84,1000
1651,3,E06000008,2,56.25,362.28,25.84,1000
1977,3,E06000008,3,61.09,443.31,18.64,2000
